Tahun,Unit,KPI,Risiko,Penyebab Risiko,Justifikasi Consequence ,Nilai Consequence Risiko Inheren,Nilai Likelihood Risiko Inheren,Skor Risiko Inheren,Level Risiko Inheren,Respon,Pengendalian Yang Sudah Ada,Rencana Pengendalian,Ukuran Keberhasilan,Target Waktu Penyelesaian,Accountable (A),Responsible (R),Consult (C),Inform (I),Nilai Consequence (Risiko Residu),Nilai Likelihood (Risiko Residu),Level Risiko Residu,Tanggal Disetujui,Risk Analyst,Risk Owner,Menyetujui,Mengetahui,Menyusun,Pencapaian Tujuan Tahunan,Tanggal Diketahui,Risk ID,Status Risiko,ID,Status Dokumen,Skor Risiko Residu,Top Risk,Risk Officer,Tanggal Registrasi,Approver
"2023","TJ","Customer Satisfaction Index","Tidak dapat memberikan feedback kepada permintaan/komplain customer dengan baik melalui pemenuhan kriteria keberhasilan proyek","Personnel lack of knowledge and skill,
Poor project management","Parameter CSI","3","4","12","High","Reduce","1. Conduct post project review
2. Manage communication
3. Develop customer complaint log for each project","1. Melaksanakan post-project review
2. Post project review menambahkan summary komplain dari Customer
3. Melakukan daily report dan komunikasi rutin dengan customer
4. Meningkatkan kompetensi customer service orientation untuk level Project Owner","1. PPR terlaksana
2. Daily report terlaksana","Monthly","TJ","TJC, TJH, TJN, TJO, TJK","TJP, TP","DB","4","2","Medium","4/5/2023","Albert Ferdinand Christian","Zarul Fuziono","Zarul Fuziono","Chairuddin",,,"4/6/2023",,"Open","111",,"8","Ya","Saphira Alifa Harahap","1/9/2023","Zarul Fuziono"
"2023","TC","F1.1 Operating Profit Margin","Operating profit tidak mencapai target atau minus","1. Perbedaan skema komersial antara GMF ke Customer dan GMF ke back support sehingga ada deviasi antara revenue dan cost
2. Biaya subcont komponen yang cukup tinggi","Operating profit akan berdampak signifikan terhadap kinerja dari Corporate","3","4","12","High","Reduce","Mengurangi Outsource and Exchange","1. Mengurangi Outsource and Exchange
2. Melakukan evaluasi dan develop cap utk item yang high removal dan tidak cap shop
3. Memperbaiki Supply chain BDP component bersama dengan TM
4. Mencari Partner untuk outsource repair""","1. Biaya Outsource sama dengan atau kurang dari Budgat Outsource tiap bulannya","Bulanan","VP TC","Shop, TCD & PE Shop","TCD","TA,TQ","3","2","Medium","4/5/2023","Ria Asyrofa","Endra Wirawan","Endra Wirawan","Chairuddin",,,"4/6/2023",,"Open","112",,"6","Ya","Firdaus Alamsyah","1/5/2023","Endra Wirawan"
"2023","TC","F1.2 Inventory","Nilai inventory yang tinggi","""1. BDP secara actual sudah diconsume namun secara sistem belum (WTU - WTC)
2. BDP planning tidak dipergunakan sesuai dengan waktu yang sudah ditentukan (Material Surplus)""","Ada GAP besar nilai inventory antara aktual dan sistem","3","4","12","High","Reduce","Melakukan Monitoring secara berkala data WTU-WTC yang dikirim unit inventory control team","""1. Planner melakukan monitoring melalui sistem dan weekly consume control
2. Breifing terkait pentingnya melakukan transaksi hingga tuntas agar kondisi antara sistem dan aktual tidak ada deviasi""","Inventory tercapai sesuai dengan target 90%","Bulanan","VP TC","Produksi & Planner","TM","TM","2","3","Medium","4/5/2023","Ria Asyrofa","Endra Wirawan","Endra Wirawan","Chairuddin",,,"4/6/2023",,"Open","113",,"6","Ya","Firdaus Alamsyah","1/5/2023","Endra Wirawan"
"2023","TC","F1.3 Cost of Poor Quality","Komponen tidak berfungsi saat di install di pesawat","1. Adanya hidden failure yang tidak terdeteksi di prosedur manual
2. Ada sistem external diluar komponen yang mengakibatkan kerusakan pada komponen","Terjadi delay operasional di Line dan delay maintenance di Base","3","2","6","Medium","Reduce","Briefing untuk mencegah terjadinya COPQ","Adanya program Component reliability review terutama untuk item Short Runner atau Low Utilization","COPQ dibawah 0.15%","Bulanan","VP TC","TCD & PE Shop","TE","TQ","2","2","Low","4/5/2023","Ria Asyrofa","Endra Wirawan","Endra Wirawan","Chairuddin",,,"4/6/2023",,"Open","114",,"4","Tidak","Firdaus Alamsyah","1/5/2023","Endra Wirawan"
"2023","TC","C1.1 Customer Satisfaction Index","Pelayanan yang tidak sesuai dengan ekspektasi customer","Adanya deviasi antara standard TAT yang dijanjikan ke customer dan aktual TAT","Customer tidak puas dengan servis yang diberikan","3","3","9","High","Reduce","Melakukan koordinasi dengan Key Account Group utk mengetahui apa yang diinginkan kostumer","- Improve internal proses untuk memperbaiki QCDS
- Komunikasi dengan kostumer secara intensif dengan memberi laporan terkait komponen dan material yang dibutuhkan","- TAT tercapai","Bulanan","VP TC","TCD & Planner","CSSM,TPM, TM","TD","3","2","Medium","4/5/2023","Ria Asyrofa","Endra Wirawan","Endra Wirawan","Chairuddin",,,"4/6/2023",,"Open","115",,"6","Ya","Firdaus Alamsyah","1/5/2023","Endra Wirawan"
"2023","TC","C2.1 Customer SLA Fulfillment","Pemenuhan Service Level yang tidak sesuai dengan mutual aggreement / kesepakatan awal dengan Garuda grup maupun Non Garuda Grup","1. Troubleshooting untuk kompleks komponen mememrlukan waktu yang cukup lama
2. Delay pembayaran dan/atau pengiriman material untuk repair komponen","Pemenuhan Service Level tidak sesuai dengan target yang sudah ditentukan","3","2","6","Medium","Reduce","- Daily monitoring status dari component
- Weekly Payment Plan","- Pengajuan pembayaran vendor dg skema CIA 
- Monitor dan komunikasi yang intensif terkait rencana pembayaran oleh TC dan TX
- List payment prioritas untuk material yang urgent
- Melakukan improvement tools dan equipment agar mengurangi antrian","- Adanya CIA 
- List payment prioritas dikirim tiap minggunya
- Continuous Improvement","Mingguan","VP TC","Planner TC (Shop & TCD)","TX TM","TA","2","2","Low","4/5/2023","Ria Asyrofa","Endra Wirawan","Endra Wirawan","Chairuddin",,,"4/6/2023",,"Open","116",,"4","Tidak","Firdaus Alamsyah","1/5/2023","Endra Wirawan"
"2023","TC","I1.1 Productivity","Produktivitas dari personel produksi rendah","Load pekerjaan belum seperti periode sebelum pandemi","Kinerja personnel produksi tidak maksimal","3","2","6","Medium","Reduce","- Pembelian tool dan equipment untuk mendukung produksi
-","- Peningkatan Kapasitas produksi
- Penggunaan PMA Part","Kapasitas meingkat dan PMA disetujui dan dipergunakan","Bulanan","VP TC","Produksi <br>PE","TCD, TE","TE","2","2","Low","4/5/2023","Ria Asyrofa","Endra Wirawan","Endra Wirawan","Chairuddin",,,"4/6/2023",,"Open","117",,"4","Tidak","Firdaus Alamsyah","1/5/2023","Endra Wirawan"
"2023","TC","I1.2 Governance, Risk and Compliance (GRC)<br>GCG, Risk Maturity, FCAR dan QSC","Finding tidak dijawab dalam waktu yang sudah ditentukan","Kurang perhatian dalam menjawab temuan dari internal maupun eksternal","Target GRC (QSC, FCAR dan Risk Maturity) tidak tercapai","3","2","6","Medium","Reduce","Mengikuti prosedur terkait GRC, Risk Maturity, FCAR, dan QSC","Melaporkan terkait degan item GRC, Risk Maturity, FCAR, dan QSC sesuai dengan target yang telah ditentukan","GRC, Risk Maturity, FCAR, dan QSC terjawab dan terlaporkan tepat waktu","Bulanan","VP TC","Produksi, PE","TA, TQ, TI","TA, TQ, TI","2","2","Low","4/5/2023","Ria Asyrofa","Endra Wirawan","Endra Wirawan","Chairuddin",,,"4/6/2023",,"Open","118",,"4","Tidak","Firdaus Alamsyah","1/5/2023","Endra Wirawan"
"2023","TC","I1.3 Asset Management","Aset tidak terutilisasi dengan maksimal","1. Aset sudah tidak dapat dipergunakan
2. Tidak ada load pekerjaan","Utilisasi aset rendah","3","2","6","Medium","Reduce","- Monitoring high investment asset","Membuat laporan data utilisasi asset dan revenue yang dihasilkan dari aset","Utilization and revenue aset data available","Bulanan","VP TC","PE TC","PDCA Asset","TA, TU","2","2","Low","4/5/2023","Ria Asyrofa","Endra Wirawan","Endra Wirawan","Chairuddin",,,"4/6/2023",,"Open","119",,"4","Tidak","Firdaus Alamsyah","1/5/2023","Endra Wirawan"
"2023","TC","I2.1 Continous Improvement","Improvement yang tidak sejalan dengan target","1. Kurangnya perhatian terhadap improvement yang dilakukan
2. Tidak sesuai kondisi aktual dilapangan","Improvement yang dilakukan tidak dipergunakan","2","2","4","Low","Reduce","Adanya target CI terkait efisiensi operasional utk masing-masing bidang","Program CI yang sesuai dengan kebutuhan operasional di Component Services","Target sebanyak 2 CI yang diimplementasikan","Bulanan","VP TC","Bidang","TD","TD, TQ","2","1","Low","4/5/2023","Ria Asyrofa","Endra Wirawan","Endra Wirawan","Chairuddin",,,"4/6/2023",,"Open","120",,"2","Tidak","Firdaus Alamsyah","1/5/2023","Endra Wirawan"
"2023","TC","I2.2 Data Quality Integrity","Data yang disampaikan tidak sesuai antara aktual dan sistem","Kurangnya awarness personel dalam implementasi SWIFT","Data DQI tidak valid","2","3","6","Medium","Reduce","Adanya PIC untuk SLA DQI","-Perbaikan DQI Closing Revision, Open Order dan COPA
- Maintain structure Gap for Landing Gear","- DQI 100%
- Sgap 100%","Bulanan","VP TC","PDCA Budget Control","Produksi, TA","TA","2","2","Low","4/5/2023","Ria Asyrofa","Endra Wirawan","Endra Wirawan","Chairuddin",,,"4/6/2023",,"Open","121",,"4","Tidak","Firdaus Alamsyah","1/5/2023","Endra Wirawan"
"2023","TC","L1.1 Human Capital Readiness (HCR)","Personel produksi yang kurang baik secara kualitas atau kuantitas","1. Bertambahnya beban pekerjaan yang tidak direncanakan sesuai dengan perhitungan Man Power Planning tahunan
2. Kurangnya knowledge dan experience dari personnel personnel muda TC
3. Belum terpenuhinya persyaratan dari personnel yang akan diajukan licensenya","1. Waktu TAT pengerjaan suatu project bertambah
2. Pemenuhan posisi untuk authorization personnel terhambat","3","3","9","High","Reduce","Meningkatkan fungsi Quality dan Safety development program dan pemanfaatan LCU TC untuk mengontrol IDP personnel","- Monitor secara intensif terkait pemenuhan dan development personnel TC
- Merencanakan manpower capacity dan utilisasi
- Meningkatkan proses development personnel TC termasuk training, OJT, Monitoring dan assigment
- Menjalankan program refreshment/cohesiveness di TC","- Qualified manpower tersedia sesuai kebutuhan
- Development personnel TC termonitor dengan baik
- Program refreshment/cohesiveness berjalan","Bulanan","VP TC","PDCA People, LCU TC","Produksi, TH, TQ","TH, TQ","2","3","Medium","4/5/2023","Ria Asyrofa","Endra Wirawan","Endra Wirawan","Chairuddin",,,"4/6/2023",,"Open","122",,"6","Ya","Firdaus Alamsyah","1/5/2023","Endra Wirawan"
"2023","TC","L2.1 Organization Capital Readiness (OCR)","Review prosedur melewati target yang sudah ditentukan","1. Perlu major update dalam prosedur tersebut","Prosedur tidak direview dan diupdate","2","2","4","Low","Reduce","Adanya beberapa course yang harus diikuti oleh para leader","- One leader one course and sharing
- Review prosedur yang dipergunakan oleh Dinas Component Services","Sharing berjalan rutin dan prosedur direview sesuai dengan kondisi aktual","Bulanan","VP TC","Bidang, AoC, PDCA Bisnis","TH","TH, TQ","2","1","Low","4/5/2023","Ria Asyrofa","Endra Wirawan","Endra Wirawan","Chairuddin",,,"4/6/2023",,"Open","123",,"2","Tidak","Firdaus Alamsyah","1/5/2023","Endra Wirawan"
"2023","TC","L3.1 Information Capital Readiness (ICR)","Pengembangan IT yang tidak dimplementasikan dengan baik","Implementasi IT project yang tidak tepat sasaran","Implementasi IT project yang tidak optimal","3","2","6","Low","Reduce","-","Improvement dashboard TC untuk menunjang kinerja component services","Dashboard tersedia, dipergunakan dan update","Bulanan","VP TC","PDCA IT","Produksi, TCD, TD","TD","2","1","Low","4/5/2023","Ria Asyrofa","Endra Wirawan","Endra Wirawan","Chairuddin",,,"4/5/2023",,"Open","124",,"2","Tidak","Firdaus Alamsyah","1/5/2023","Endra Wirawan"
"2023","TI","F1.1  Budget Realization"," Belum dialokasikan keseluruhan pelaksanaan sertifikasi QIA- budget personil baru ","Belum dialokasikan keseluruhan pelaksanaan sertifikasi QIA- budget personil baru 
","Peningkatan staff expense TI","3","3","9","High","Reduce","Memastikan dan berkoordinasi dengan Unit TA dan TH untuk alokasi budget  untuk pelaksanaan sertifikasi QIA-persone baru  TI sesuai dengan PCM","1. Monitoring berkala realisasi budget dan koordinasi dengan Fungsi pengelola Anggaran
2. Realokasi budget dengan tetap mempertahankan Realisasi Audit Plan 2023
","1. Report of analysis budget realization terlaksan 
2.  Realokasi budget sesuai kebutuhan","Monthly","VP-TI","PDCA Dinas(Budget)","TA","DF","3","2","Medium","3/16/2023","Dwi Wahyu Kartiko","Deddy Fezantino","Deddy Fezantino","Chairuddin",,,"3/21/2023",,"Open","125",,"6","Ya","Carolina Rearini/531960",,
"2023","TL","Operating Profit Margin","Tidak berjalannya rencana operational TL yang sudah diplanningkan","Kebijakan TA mengurangi budget 40 % yang sudah diplanningkan","Profit dinas tidak mencapai target","4","3","12","High","Reduce","Melakukan control pengeluaran dinas secara menyeluruh ","Menyusun efisiensi program dinas dengan kontribusi masing-masing unit","Efisiensi tercapai sesuai target","Monthly","VP TL","VP TL","TL","DL","3","2","Medium","4/11/2023","Dwi Wahyu Kartiko","Hudi Riantoro","Bayu Prayudha","Chairuddin",,,"4/11/2023",,"Open","126",,"6","Tidak","Bayu Prayudha","1/13/2023","Hudi Riantoro"
"2023","TL","Inventory","Keterlambatan pengiriman material U/S ke shop","Kurangnya kuota deposit pengiriman material U/S dari OSA ke CGK (Shop)","Proses serviceable part mengalami keterlambatan","4","3","12","High","Reduce","Weekly monitoring","Memastikan material U/S dikirim ke shop <= 3 hari","Material U/S terkirim ke shop <= 3 hari ","Monthly","VP TL","TL, TM, TX","TL, TM","DL","3","2","Medium","4/11/2023","Dwi Wahyu Kartiko","Hudi Riantoro","Bayu Prayudha","Chairuddin",,,"4/11/2023",,"Open","127",,"6","Ya","Bayu Prayudha","1/16/2023","Hudi Riantoro"
"2023","TL","COPQ","Adanya accident incident yang terjadi akibat kualitas maintenance","Proses troubleshooting yang kurang akurat","Nilai COPQ melebihi batas yang ditentukan","4","3","12","High","Reduce","Follow prosedur dan ketentuan yang berlaku pada saat bekerja","Melaksanakan briefing di setiap awal shift terkait prosedur kerja dan hilite issue secara konsisten","COPQ dibawah target
","Q4 2023","VP TL","TL TC TQ","TC TQ","DL","3","2","Medium","4/11/2023","Dwi Wahyu Kartiko","Hudi Riantoro","Bayu Prayudha","Chairuddin",,,"4/11/2023",,"Open","128",,"6","Ya","Bayu Prayudha","1/16/2023","Hudi Riantoro"
"2023","TL","Customer Satisfaction Index","Target yang tidak tercapai sesuai dengan SLA","Kurangnya support dari pengadaan material dan shop atas kebutuhan operasional yang berdampak pada SLA","Nilai CSI rendah sehingga kurang memuaskan customer
","4","3","12","High","Reduce","Evaluasi rutin progress program yang berjalan
","Menginformasikan progress dan pencapaian atas setiap program yang telah dilakukan untuk mendukung SLA yang telah disepakati
","Penilaian positif dari customer
","Q4 2023","VP TL","VP TL","TP TQ TE","DL","3","1","Low","4/11/2023","Dwi Wahyu Kartiko","Hudi Riantoro","Bayu Prayudha","Chairuddin",,,"4/11/2023",,"Open","129",,"3","Ya","Bayu Prayudha","1/16/2023","Hudi Riantoro"
"2023","TL","Customer SLA Fulfillment","Pemenuhan service level tidak tercapai berdasarkan kesepakatan dengan customer","Kurangnya kualifikasi manpower, tools, equipment, dan fasilitas
","SLA tidak tercapai sesuai target
","4","2","8","Medium","Reduce","Membentuk taskforce (SOD, prolong, redel) untuk memenuhi requirement customer
","Mengoptimalkan produksi yang ada dengan tetap memperhatikan target yang disepakati
","Target SLA tercapai
","Monthly","VP TL","VP TL","TP TQ TE","DL","3","2","Low","4/11/2023","Dwi Wahyu Kartiko","Hudi Riantoro","Bayu Prayudha","Chairuddin",,,"4/11/2023",,"Open","130",,"6","Tidak","Bayu Prayudha","1/16/2023","Hudi Riantoro"
"2023","TL","Productivity","Adanya aktivitas maintenance serta manhours yang tidak tercapture","Tidak tersedianya media untuk capturing","Aktivitas maintenance dan manhours consumed pada sistem tidak sesuai dengan aktual","4","3","12","High","Reduce","Melakukan record secara manual (by CWO)","Memfasilitasi dengan mobile barcoding","Aktivitas maintenance dan manhours tercapture sesuai aktual
","Q4 2023","VP TL","VP TL, VP TD","TF","DL","3","2","Medium","4/11/2023","Dwi Wahyu Kartiko","Hudi Riantoro","Bayu Prayudha","Chairuddin",,,"4/11/2023",,"Open","131",,"6","Ya","Bayu Prayudha","1/16/2023","Hudi Riantoro"
"2023","TL","Governance, Risk and Compliance (GRC)","Personel belum memahami secara utuh terkait kebijakan, prosedur, dan manajemen resiko perusahaan","Kurangnya sosialisasi kepada personel","Kebijakan belum dapat sepenuhnya dijalani
","3","2","6","Medium","Reduce","N/A","Melakukan sosialisasi terkait prosedur dan kebijakan perusahaan secara rutin
","Personel memahami manajemen resiko dan menjalankan secara konsisten
","Q3 2023","VP TL","TL, TAG","TAG","DL, TA","2","1","Low","4/11/2023","Dwi Wahyu Kartiko","Hudi Riantoro","Bayu Prayudha","Chairuddin",,,"4/11/2023",,"Open","132",,"2","Tidak","Bayu Prayudha","1/16/2023","Hudi Riantoro"
"2023","TL","Progress Billing","Potensi revenue tidak terbilling karena keterlambatan tagihan atau ketidaklengkapan dokumen","Kompleksitas administrasi dan dokumen kelengkapan","Cost yang timbul dari aktivitas TMB tidak dapat tertagih","3","2","6","High","Share/ Transfer","Melakukan pencatatan aktivitas dan pengendalian dokumen potensi TMB","Mapping DFP TMB, baik event maintenance, manpower fulfillment, maupun material usage.
","DFP untuk dokumen billing lengkap sesuai mapping dan dilaporkan secara rutin","Monthly","VP TL","VP TL","TL, TP","DL, TA, TP","2","3","Medium","4/11/2023","Dwi Wahyu Kartiko","Hudi Riantoro","Bayu Prayudha","Chairuddin",,,"4/11/2023",,"Open","133",,"6","Ya","Bayu Prayudha","1/16/2023","Hudi Riantoro"
"2023","TL","Asset Management","Tidak tersedianya list asset yang current","Asset akan mengalami kerusakan/hilang","Asset akan mengalami kerusakan/hilang","3","2","6","Medium","Reduce","N/A","Membuat laporan rutin terkait kondisi asset masing-masing area
","Asset terkontrol dengan baik
","Q4 2023","VP TL","TL","TLO, TUG, TDO","DL, TU, TD","3","1","Low","4/11/2023","Dwi Wahyu Kartiko","Hudi Riantoro","Bayu Prayudha","Chairuddin",,,"4/11/2023",,"Open","134",,"3","Tidak","Bayu Prayudha","1/16/2023","Hudi Riantoro"
"2023","TL","Continuous Improvement ","Tidak adanya fungsi kontrol dan monitor","Belum adanya fungsi kontrol dan monitor

","Program improvement tidak mencapai target
","3","2","6","Medium","Reduce","N/A","Melakukan review progress aktivitas continous improvement secara periodik","Improvement dijalankan secara konsisten dan mencapai target","Q4 2023","VP TL","VP TL","TL","DL","3","1","Low","4/11/2023","Dwi Wahyu Kartiko","Hudi Riantoro","Bayu Prayudha","Chairuddin",,,"4/11/2023",,"Open","135",,"3","Tidak","Bayu Prayudha","1/16/2023","Hudi Riantoro"
